reaction,species,species_type,compartment,mass,role,stoich
R_FDPtf,M_fdp_B_f,M_fdp_B,f,336.083922,product,1
R_BFBPh,M_fdp_B_h,M_fdp_B,h,336.083922,substrate,1
R_FBAh,M_fdp_B_h,M_fdp_B,h,336.083922,substrate,1
R_PFKh,M_fdp_B_h,M_fdp_B,h,336.083922,product,1
R_FBAm,M_fdp_B_m,M_fdp_B,m,336.083922,substrate,1
R_FE2GTPabc,M_fe2_c,M_fe2,c,55.84,product,1
R_FE2th,M_fe2_c,M_fe2,c,55.84,substrate,1
R_EX_fe2_LPAREN_e_RPAREN_,M_fe2_e,M_fe2,e,55.84,substrate,1
R_FE2GTPabc,M_fe2_e,M_fe2,e,55.84,substrate,1
R_FEROt,M_fe2_e,M_fe2,e,55.84,substrate,4
R_FCLT,M_fe2_h,M_fe2,h,55.84,substrate,1
R_FE2TFENR,M_fe2_h,M_fe2,h,55.84,product,1
R_FE2th,M_fe2_h,M_fe2,h,55.84,product,1
R_FERO,M_fe2_h,M_fe2,h,55.84,substrate,4
R_HOXG,M_fe2_h,M_fe2,h,55.84,product,1
R_SHCHF,M_fe2_h,M_fe2,h,55.84,substrate,1
R_FE3abch,M_fe3_c,M_fe3,c,55.84,substrate,1
R_FE3t,M_fe3_c,M_fe3,c,55.84,product,1
R_FEROt,M_fe3_c,M_fe3,c,55.84,product,4
R_EX_fe3_LPAREN_e_RPAREN_,M_fe3_e,M_fe3,e,55.84,substrate,1
R_FE3t,M_fe3_e,M_fe3,e,55.84,substrate,1
R_APOFETNs,M_fe3_h,M_fe3,h,55.84,substrate,1
R_FE3abch,M_fe3_h,M_fe3,h,55.84,product,1
R_FERO,M_fe3_h,M_fe3,h,55.84,product,4
R_FPGFT,M_fgam_c,M_fgam,c,311.162721,product,1
R_PRFGS,M_fgam_c,M_fgam,c,311.162721,substrate,1
R_FGFTh,M_fgam_h,M_fgam,h,311.162721,substrate,1
R_FPGFTh,M_fgam_h,M_fgam,h,311.162721,product,1
R_PRFGSh,M_fgam_h,M_fgam,h,311.162721,substrate,1
R_FGFTm,M_fgam_m,M_fgam,m,311.162721,substrate,1
R_FPGFTm,M_fgam_m,M_fgam,m,311.162721,product,1
R_CY_focytc_LPAREN_h_RPAREN_,M_ficytc_h,M_ficytc,h,908.81988,substrate,1
R_NITR_LPAREN_NO_RPAREN_,M_ficytc_h,M_ficytc,h,908.81988,product,1
R_CCP2m,M_ficytc_m,M_ficytc,m,908.81988,product,2
R_CYOO6m,M_ficytc_m,M_ficytc,m,908.81988,product,4
R_CYOR_LPAREN_q8_RPAREN_m,M_ficytc_m,M_ficytc,m,908.81988,substrate,2
R_D_LACDHm,M_ficytc_m,M_ficytc,m,908.81988,substrate,2
R_LLDH_LPAREN_ferr_RPAREN_m,M_ficytc_m,M_ficytc,m,908.81988,substrate,2
R_LLDH_LPAREN_ferr_RPAREN_x,M_ficytc_x,M_ficytc,x,908.81988,substrate,2
R_AFAT,M_fmn_c,M_fmn,c,453.320141,substrate,1
R_ARPT,M_fmn_c,M_fmn,c,453.320141,product,1
R_R5PPH,M_fmn_c,M_fmn,c,453.320141,substrate,1
R_DHFOR,M_fol_c,M_fol,c,439.38186,substrate,1
R_FOLR2,M_fol_c,M_fol,c,439.38186,substrate,1
R_THFOR1,M_fol_c,M_fol,c,439.38186,substrate,1
R_THFOR2,M_fol_c,M_fol,c,439.38186,substrate,1
R_4MZYMDM,M_for_c,M_for,c,45.01744,product,1
R_ACDO,M_for_c,M_for,c,45.01744,product,1
R_ACDO_LPAREN_co_RPAREN_,M_for_c,M_for,c,45.01744,product,1
R_CITALDM,M_for_c,M_for,c,45.01744,product,1
R_CYEUOLS,M_for_c,M_for,c,45.01744,product,1
R_DBRC,M_for_c,M_for,c,45.01744,product,3
R_DMCITALDM,M_for_c,M_for,c,45.01744,product,1
R_FKYNH,M_for_c,M_for,c,45.01744,product,1
R_FORA,M_for_c,M_for,c,45.01744,product,1
R_FORthi,M_for_c,M_for,c,45.01744,product,1
R_FORti,M_for_c,M_for,c,45.01744,substrate,1
R_FORtmi,M_for_c,M_for,c,45.01744,product,1
R_FORtxi,M_for_c,M_for,c,45.01744,product,1
R_FTHDF,M_for_c,M_for,c,45.01744,product,1
R_FTHFL,M_for_c,M_for,c,45.01744,substrate,1
R_GTPCI,M_for_c,M_for,c,45.01744,product,1
R_LIDODM,M_for_c,M_for,c,45.01744,product,2
R_LNS14DM,M_for_c,M_for,c,45.01744,product,1
R_OBFOOLOR,M_for_c,M_for,c,45.01744,product,1
R_OGMG,M_for_c,M_for,c,45.01744,product,1
R_EX_for_LPAREN_e_RPAREN_,M_for_e,M_for,e,45.01744,substrate,1
R_FORti,M_for_e,M_for,e,45.01744,product,1
R_FORthi,M_for_h,M_for,h,45.01744,substrate,1
R_GTPDH,M_for_h,M_for,h,45.01744,product,1
R_PCFPTh,M_for_h,M_for,h,45.01744,product,1
R_PFLh,M_for_h,M_for,h,45.01744,product,1
R_R5PFL,M_for_h,M_for,h,45.01744,product,1
R_FORtmi,M_for_m,M_for,m,45.01744,substrate,1
R_OXADCm,M_for_m,M_for,m,45.01744,product,1
R_PCFPTm,M_for_m,M_for,m,45.01744,product,1
R_PFLACTm,M_for_m,M_for,m,45.01744,product,1
R_FORAMDx,M_for_x,M_for,x,45.01744,product,1
R_FORtxi,M_for_x,M_for,x,45.01744,substrate,1
R_PRFGCL,M_fpram_c,M_fpram,c,311.185941,substrate,1
R_PRFGS,M_fpram_c,M_fpram,c,311.185941,product,1
R_PRFGCLh,M_fpram_h,M_fpram,h,311.185941,substrate,1
R_PRFGSh,M_fpram_h,M_fpram,h,311.185941,product,1
R_FPAIF,M_fprica_c,M_fprica,c,364.205541,product,1
R_ICH,M_fprica_c,M_fprica,c,364.205541,substrate,1
R_FPPS,M_frdp_c,M_frdp,c,379.302322,product,1
R_FRDPth,M_frdp_c,M_frdp,c,379.302322,product,1
R_FRDPtm,M_frdp_c,M_frdp,c,379.302322,substrate,1
R_PSPPS,M_frdp_c,M_frdp,c,379.302322,substrate,2
R_TTCGGDPS,M_frdp_c,M_frdp,c,379.302322,substrate,1
R_FPPSh,M_frdp_h,M_frdp,h,379.302322,product,1
R_FRDPth,M_frdp_h,M_frdp,h,379.302322,substrate,1
R_GGPS,M_frdp_h,M_frdp,h,379.302322,substrate,1
R_FRDPtm,M_frdp_m,M_frdp,m,379.302322,product,1
R_HEMEOSm,M_frdp_m,M_frdp,m,379.302322,substrate,1
R_FORA,M_frmd_c,M_frmd,c,46.0486,substrate,1
R_FORAMDx,M_frmd_x,M_frmd,x,45.04066,substrate,1
R_ABFPT,M_fru_B_c,M_fru_B,c,180.15588,substrate,1
R_BFFS,M_fru_B_c,M_fru_B,c,180.15588,product,1
R_SAGH,M_fru_B_c,M_fru_B,c,180.15588,product,1
R_ABFPTh,M_fru_B_h,M_fru_B,h,180.15588,substrate,1
R_AF1PT,M_fru_B_h,M_fru_B,h,180.15588,substrate,1
R_AGAKI,M_fru_B_h,M_fru_B,h,180.15588,product,1
R_F2PP,M_fru_B_h,M_fru_B,h,180.15588,product,1
R_MAKI,M_fru_B_h,M_fru_B,h,180.15588,product,1
R_RFH,M_fru_B_h,M_fru_B,h,180.15588,product,1
R_SFH,M_fru_B_h,M_fru_B,h,180.15588,product,1
R_SGHA,M_fru_B_h,M_fru_B,h,180.15588,product,1
R_SGHB,M_fru_B_h,M_fru_B,h,180.15588,product,1
R_AAL_LPAREN_fum_RPAREN_,M_fum_c,M_fum,c,114.05628,product,1
R_AIAL,M_fum_c,M_fum,c,114.05628,product,1
R_ARGSL,M_fum_c,M_fum,c,114.05628,product,1
R_FAA,M_fum_c,M_fum,c,114.05628,product,1
R_SUCFUMthr,M_fum_c,M_fum,c,114.05628,product,1
R_SUCFUMtmr,M_fum_c,M_fum,c,114.05628,product,1
R_SUCDHh,M_fum_h,M_fum,h,114.05628,product,1
R_SUCFUMthr,M_fum_h,M_fum,h,114.05628,substrate,1
R_FUMm,M_fum_m,M_fum,m,114.05628,substrate,1
R_SUCDHm,M_fum_m,M_fum,m,114.05628,product,1
R_SUCDH_LPAREN_q8_RPAREN_m,M_fum_m,M_fum,m,114.05628,product,1
R_SUCFUMtmr,M_fum_m,M_fum,m,114.05628,substrate,1
R_G1P_LPAREN_pi_RPAREN_th,M_g1p_c,M_g1p,c,258.119901,substrate,1
R_PGCM,M_g1p_c,M_g1p,c,258.119901,substrate,1
R_UDPGP,M_g1p_c,M_g1p,c,258.119901,product,1
R_UG1PUT,M_g1p_c,M_g1p,c,258.119901,substrate,1
R_G1P_LPAREN_pi_RPAREN_th,M_g1p_h,M_g1p,h,258.119901,product,1
R_GLPThi,M_g1p_h,M_g1p,h,258.119901,substrate,1
R_PGMTh,M_g1p_h,M_g1p,h,258.119901,substrate,1
R_STARCH300DEGR2A,M_g1p_h,M_g1p,h,258.119901,product,250
R_STARCH300DEGR2B,M_g1p_h,M_g1p,h,258.119901,product,250
R_STARCH300DEGRA,M_g1p_h,M_g1p,h,258.119901,product,225
R_STARCH300DEGRB,M_g1p_h,M_g1p,h,258.119901,product,225
R_GPDDA2,M_g3pe_c,M_g3pe,c,215.141561,substrate,1
R_LPLPS1AGPE180,M_g3pe_c,M_g3pe,c,215.141561,product,1
R_LPLPS1AGPE18111Z,M_g3pe_c,M_g3pe,c,215.141561,product,1
R_LPLPS1AGPE1819Z,M_g3pe_c,M_g3pe,c,215.141561,product,1
R_LPLPS1AGPE1829Z12Z,M_g3pe_c,M_g3pe,c,215.141561,product,1
R_G3P_LPAREN_pi_RPAREN_thr,M_g3p_c,M_g3p,c,168.041961,substrate,1
R_GAPDHi,M_g3p_c,M_g3p,c,168.041961,product,1
R_PYDXS,M_g3p_c,M_g3p,c,168.041961,substrate,1
R_FBAf,M_g3p_f,M_g3p,f,168.041961,product,1
R_GAPDHf,M_g3p_f,M_g3p,f,168.041961,substrate,1
R_DXS,M_g3p_h,M_g3p,h,168.041961,substrate,1
R_FBAh,M_g3p_h,M_g3p,h,168.041961,product,1
R_G3PL,M_g3p_h,M_g3p,h,168.041961,product,1
R_G3P_LPAREN_pi_RPAREN_thr,M_g3p_h,M_g3p,h,168.041961,product,1
R_GAPDHh,M_g3p_h,M_g3p,h,168.041961,substrate,1
R_GAPDH_LPAREN_nadp_RPAREN_hi,M_g3p_h,M_g3p,h,168.041961,product,1
R_SERH,M_g3p_h,M_g3p,h,168.041961,product,1
R_TAh,M_g3p_h,M_g3p,h,168.041961,substrate,1
R_TKT1h,M_g3p_h,M_g3p,h,168.041961,product,1
R_TKT2h,M_g3p_h,M_g3p,h,168.041961,product,1
R_TPIh,M_g3p_h,M_g3p,h,168.041961,product,1
R_FBAm,M_g3p_m,M_g3p,m,168.041961,product,1
R_GAPDHm,M_g3p_m,M_g3p,m,168.041961,substrate,1
R_BFFS,M_g6p_A_c,M_g6p_A,c,258.119901,product,1
R_G6PADH,M_g6p_A_c,M_g6p_A,c,258.119901,substrate,1
R_G6PA_LPAREN_pi_RPAREN_th,M_g6p_A_c,M_g6p_A,c,258.119901,substrate,1
R_G6PI,M_g6p_A_c,M_g6p_A,c,258.119901,substrate,1
R_GLUKA,M_g6p_A_c,M_g6p_A,c,258.119901,product,1
R_MI3PSA,M_g6p_A_c,M_g6p_A,c,258.119901,substrate,1
R_PGCM,M_g6p_A_c,M_g6p_A,c,258.119901,product,1
R_PGIA,M_g6p_A_c,M_g6p_A,c,258.119901,substrate,1
R_UG6PGT,M_g6p_A_c,M_g6p_A,c,258.119901,substrate,1
R_G6PADHh,M_g6p_A_h,M_g6p_A,h,258.119901,substrate,1
R_G6PA_LPAREN_pi_RPAREN_th,M_g6p_A_h,M_g6p_A,h,258.119901,product,1
R_G6PIh,M_g6p_A_h,M_g6p_A,h,258.119901,substrate,1
R_GLUKAh,M_g6p_A_h,M_g6p_A,h,258.119901,product,1
R_PGIAh,M_g6p_A_h,M_g6p_A,h,258.119901,substrate,1
R_PGMTh,M_g6p_A_h,M_g6p_A,h,258.119901,product,1
R_UG6PGTn,M_g6p_A_n,M_g6p_A,n,258.119901,substrate,1
R_G6PBDH,M_g6p_B_c,M_g6p_B,c,258.119901,substrate,1
R_G6PB_LPAREN_pi_RPAREN_th,M_g6p_B_c,M_g6p_B,c,258.119901,substrate,1
R_G6PI,M_g6p_B_c,M_g6p_B,c,258.119901,product,1
R_GLUKB,M_g6p_B_c,M_g6p_B,c,258.119901,product,1
R_MI3PSB,M_g6p_B_c,M_g6p_B,c,258.119901,substrate,1
R_PGIB,M_g6p_B_c,M_g6p_B,c,258.119901,substrate,1
R_G6PBDHh,M_g6p_B_h,M_g6p_B,h,258.119901,substrate,1
R_G6PB_LPAREN_pi_RPAREN_th,M_g6p_B_h,M_g6p_B,h,258.119901,product,1
R_G6PIh,M_g6p_B_h,M_g6p_B,h,258.119901,product,1
R_GLUKBh,M_g6p_B_h,M_g6p_B,h,258.119901,product,1
R_PGIBh,M_g6p_B_h,M_g6p_B,h,258.119901,substrate,1
R_GALK,M_gal1p_c,M_gal1p,c,258.119901,product,1
R_GALKh,M_gal1p_h,M_gal1p,h,258.119901,product,1
R_GALO,M_galctn_D_n,M_galctn_D,n,195.14734,product,1
R_Biomass_Chlamy_auto,M_gal_c,M_gal,c,180.15588,substrate,0.696996405
R_Biomass_Chlamy_hetero,M_gal_c,M_gal,c,180.15588,substrate,0.696996405
R_Biomass_Chlamy_mixo,M_gal_c,M_gal,c,180.15588,substrate,0.696996405
R_GALK,M_gal_c,M_gal,c,180.15588,substrate,1
R_GALth,M_gal_c,M_gal,c,180.15588,substrate,1
R_DGDGGH1819Z160,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1819Z1617Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1819Z1619Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1819Z1627Z10Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1819Z1637Z10Z13Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1829Z12Z160,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1829Z12Z1617Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1829Z12Z1619Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1829Z12Z1627Z10Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1829Z12Z1634Z7Z10Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1829Z12Z1637Z10Z13Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1839Z12Z15Z160,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1839Z12Z15Z1627Z10Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1839Z12Z15Z1634Z7Z10Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1839Z12Z15Z1637Z10Z13Z,M_gal_h,M_gal,h,180.15588,product,1
R_DGDGGH1839Z12Z15Z1644Z7Z10Z13Z,M_gal_h,M_gal,h,180.15588,product,1
R_EMGH,M_gal_h,M_gal,h,180.15588,product,1
R_GALKh,M_gal_h,M_gal,h,180.15588,substrate,1
R_GALth,M_gal_h,M_gal,h,180.15588,product,1
R_GGGH,M_gal_h,M_gal,h,180.15588,product,1
R_LCGH,M_gal_h,M_gal,h,180.15588,product,1
R_MGHA,M_gal_h,M_gal,h,180.15588,product,1
R_MGHB,M_gal_h,M_gal,h,180.15588,product,1
R_MLGH,M_gal_h,M_gal,h,180.15588,product,1
R_MTGH,M_gal_h,M_gal,h,180.15588,product,1
R_OAGMIG,M_gal_h,M_gal,h,180.15588,product,1
R_RGH,M_gal_h,M_gal,h,180.15588,product,1
R_SYGH,M_gal_h,M_gal,h,180.15588,product,1
R_GALO,M_gal_n,M_gal,n,180.15588,substrate,1
R_ACGAM6PSi,M_gam6p_c,M_gam6p,c,258.143121,substrate,1
R_G6PDA,M_gam6p_c,M_gam6p,c,258.143121,substrate,1
R_GF6PTA,M_gam6p_c,M_gam6p,c,258.143121,product,1
R_FPGFT,M_gar_c,M_gar,c,284.160561,substrate,1
R_PPRGL,M_gar_c,M_gar,c,284.160561,product,1
R_FGFTh,M_gar_h,M_gar,h,284.160561,product,1
R_FPGFTh,M_gar_h,M_gar,h,284.160561,substrate,1
R_PPRGLh,M_gar_h,M_gar,h,284.160561,product,1
R_FGFTm,M_gar_m,M_gar,m,284.160561,product,1
R_FPGFTm,M_gar_m,M_gar,m,284.160561,substrate,1
R_DHNPAr,M_gcald_c,M_gcald,c,60.05196,product,1
R_GCAROtu,M_gcaro_h,M_gcaro,h,536.87264,substrate,1
R_LCYG,M_gcaro_h,M_gcaro,h,536.87264,product,1
R_GCAROtu,M_gcaro_u,M_gcaro,u,536.87264,product,1
R_LCYB,M_gcaro_u,M_gcaro,u,536.87264,substrate,1
R_BDMT,M_gdpmann_c,M_gdpmann,c,603.325442,substrate,1
R_DOLPMT,M_gdpmann_c,M_gdpmann,c,603.325442,substrate,1
R_G12MT1,M_gdpmann_c,M_gdpmann,c,603.325442,substrate,1
R_G12MT2,M_gdpmann_c,M_gdpmann,c,603.325442,substrate,1
R_G13MT,M_gdpmann_c,M_gdpmann,c,603.325442,substrate,1
R_G16MT,M_gdpmann_c,M_gdpmann,c,603.325442,substrate,1
R_GAMPG,M_gdpmann_c,M_gdpmann,c,603.325442,product,1
R_GDPMT,M_gdpmann_c,M_gdpmann,c,603.325442,substrate,1
R_GDTP,M_gdptp_c,M_gdptp,c,677.092785,substrate,1
R_GTPDPK,M_gdptp_c,M_gdptp,c,677.092785,product,1
R_ADSS,M_gdp_c,M_gdp,c,440.176902,product,1
R_AGPT,M_gdp_c,M_gdp,c,440.176902,product,1
R_ATGD,M_gdp_c,M_gdp,c,440.176902,substrate,1
R_BDMT,M_gdp_c,M_gdp,c,440.176902,product,1
R_DGOTO,M_gdp_c,M_gdp,c,440.176902,substrate,1
R_DOLPMT,M_gdp_c,M_gdp,c,440.176902,product,1
R_FE2GTPabc,M_gdp_c,M_gdp,c,440.176902,product,1
R_G12MT1,M_gdp_c,M_gdp,c,440.176902,product,1
R_G12MT2,M_gdp_c,M_gdp,c,440.176902,product,1
R_G13MT,M_gdp_c,M_gdp,c,440.176902,product,1
R_G16MT,M_gdp_c,M_gdp,c,440.176902,product,1
R_GBDP,M_gdp_c,M_gdp,c,440.176902,product,1
R_GDPA,M_gdp_c,M_gdp,c,440.176902,substrate,1
R_GDPMT,M_gdp_c,M_gdp,c,440.176902,product,1
R_GTCY,M_gdp_c,M_gdp,c,440.176902,product,1
R_GTPA,M_gdp_c,M_gdp,c,440.176902,product,1
R_GTPOP,M_gdp_c,M_gdp,c,440.176902,substrate,1
R_GTUP,M_gdp_c,M_gdp,c,440.176902,product,1
R_ADSSh,M_gdp_h,M_gdp,h,439.168962,product,1
R_ATGDm,M_gdp_m,M_gdp,m,439.168962,substrate,1
R_GTPOPm,M_gdp_m,M_gdp,m,439.168962,substrate,1
R_SUCL_LPAREN_gdp_RPAREN_m,M_gdp_m,M_gdp,m,439.168962,product,1
R_CHLASG,M_ggchlda_u,M_ggchlda,u,887.4415,product,1
R_GGCHLDAR,M_ggchlda_u,M_ggchlda,u,887.4415,substrate,1
R_CHLBSG,M_ggchldb_u,M_ggchldb,u,901.42502,product,1
R_GGCHLDBR,M_ggchldb_u,M_ggchldb,u,901.42502,substrate,1
R_GGDPtu,M_ggdp_h,M_ggdp,h,447.419342,substrate,1
R_GGDR,M_ggdp_h,M_ggdp,h,447.419342,substrate,1
R_GGPS,M_ggdp_h,M_ggdp,h,447.419342,product,1
R_PSY,M_ggdp_h,M_ggdp,h,447.419342,substrate,2
R_CHLASG,M_ggdp_u,M_ggdp,u,447.419342,substrate,1
R_CHLBSG,M_ggdp_u,M_ggdp,u,447.419342,substrate,1
R_GGDPtu,M_ggdp_u,M_ggdp,u,447.419342,product,1
R_GGGH,M_ggl_h,M_ggl,h,254.23442,substrate,1
R_GNKh,M_glcn_h,M_glcn,h,195.14734,substrate,1
R_MIOOR,M_glcur_c,M_glcur,c,193.13146,product,1
R_UDPGLCURH,M_glcur_c,M_glcur,c,193.13146,product,1
R_A1E,M_glc_A_c,M_glc_A,c,180.15588,substrate,1
R_AATHA,M_glc_A_c,M_glc_A,c,180.15588,product,2
R_GLUKA,M_glc_A_c,M_glc_A,c,180.15588,substrate,1
R_MG1A,M_glc_A_c,M_glc_A,c,180.15588,product,1
R_MG2A,M_glc_A_c,M_glc_A,c,180.15588,product,1
R_MG3A,M_glc_A_c,M_glc_A,c,180.15588,product,1
R_SAGH,M_glc_A_c,M_glc_A,c,180.15588,product,1
R_AGAKI,M_glc_A_h,M_glc_A,h,180.15588,substrate,1
R_GLUKAh,M_glc_A_h,M_glc_A,h,180.15588,substrate,1
R_LCGH,M_glc_A_h,M_glc_A,h,180.15588,product,1
R_MGHA,M_glc_A_h,M_glc_A,h,180.15588,product,1
R_SBTRh,M_glc_A_h,M_glc_A,h,180.15588,product,1
R_SGHA,M_glc_A_h,M_glc_A,h,180.15588,product,1
R_STARCH300DEGR2A,M_glc_A_h,M_glc_A,h,180.15588,product,50
R_STARCH300DEGRA,M_glc_A_h,M_glc_A,h,180.15588,product,75
R_A1E,M_glc_B_c,M_glc_B,c,180.15588,product,1
R_AATHB,M_glc_B_c,M_glc_B,c,180.15588,product,2
R_GLUKB,M_glc_B_c,M_glc_B,c,180.15588,substrate,1
R_MG1B,M_glc_B_c,M_glc_B,c,180.15588,product,1
R_MG2B,M_glc_B_c,M_glc_B,c,180.15588,product,1
R_MG3B,M_glc_B_c,M_glc_B,c,180.15588,product,1
R_GLUKBh,M_glc_B_h,M_glc_B,h,180.15588,substrate,1
R_MGHB,M_glc_B_h,M_glc_B,h,180.15588,product,1
R_SGHB,M_glc_B_h,M_glc_B,h,180.15588,product,1
R_STARCH300DEGR2B,M_glc_B_h,M_glc_B,h,180.15588,product,50
R_STARCH300DEGRB,M_glc_B_h,M_glc_B,h,180.15588,product,75
R_6TXAN5MPAML,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_ADCS,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_ASPS,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_Biomass_Chlamy_auto,M_gln_L_c,M_gln_L,c,146.14458,substrate,0.081155
R_Biomass_Chlamy_hetero,M_gln_L_c,M_gln_L,c,146.14458,substrate,0.082533953
R_Biomass_Chlamy_mixo,M_gln_L_c,M_gln_L,c,146.14458,substrate,0.091820022
R_DNGAL,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_GAL,M_gln_L_c,M_gln_L,c,146.14458,product,1
R_GF6PTA,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_GLNt,M_gln_L_c,M_gln_L,c,146.14458,product,1
R_GLNth,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_GLNTL,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_GLNtm,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_GMPS_LPAREN_glu_RPAREN_,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_HCGAL,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_IMGPS,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_PRDPAR,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_PRFGS,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_PYDXS,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_UTGAL,M_gln_L_c,M_gln_L,c,146.14458,substrate,1
R_EX_gln_L_LPAREN_e_RPAREN_,M_gln_L_e,M_gln_L,e,146.14458,substrate,1
R_GLNt,M_gln_L_e,M_gln_L,e,146.14458,substrate,1
R_ATNS,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_DNGALh,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_GALh,M_gln_L_h,M_gln_L,h,146.14458,product,1
R_GAM,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_GLNth,M_gln_L_h,M_gln_L,h,146.14458,product,1
R_GLUS,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_GLUS_LPAREN_ferr_RPAREN_,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_GLUS_LPAREN_nadph_RPAREN_,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_IMGPSh,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_PRDPARh,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_PRFGSh,M_gln_L_h,M_gln_L,h,146.14458,substrate,1
R_GALm,M_gln_L_m,M_gln_L,m,146.14458,product,1
R_GLNtm,M_gln_L_m,M_gln_L,m,146.14458,product,1
R_GMPS_LPAREN_glu_RPAREN_m,M_gln_L_m,M_gln_L,m,146.14458,substrate,1
R_HCGALm,M_gln_L_m,M_gln_L,m,146.14458,substrate,1
R_G1SAT,M_glu1sa_h,M_glu1sa,h,131.1299,substrate,1
R_GLUTRR,M_glu1sa_h,M_glu1sa,h,131.1299,product,1
R_G5DH,M_glu5p_c,M_glu5p,c,225.093321,substrate,1
R_GLU5K,M_glu5p_c,M_glu5p,c,225.093321,product,1
R_G5DHm,M_glu5p_m,M_glu5p,m,225.093321,substrate,1
R_G5DHx,M_glu5p_x,M_glu5p,x,225.093321,substrate,1
R_G5DH,M_glu5sa_c,M_glu5sa,c,131.1299,product,1
R_GSC,M_glu5sa_c,M_glu5sa,c,131.1299,substrate,1
R_DM_glu5sa_LPAREN_m_RPAREN_,M_glu5sa_m,M_glu5sa,m,131.1299,substrate,1
R_G5DHm,M_glu5sa_m,M_glu5sa,m,131.1299,product,1
R_ORNTArm,M_glu5sa_m,M_glu5sa,m,131.1299,product,1
R_G5DHx,M_glu5sa_x,M_glu5sa,x,131.1299,product,1
R_GCL,M_glucys_h,M_glucys,h,249.2653,product,1
R_GTHS,M_glucys_h,M_glucys,h,249.2653,substrate,1
R_10FTHFGLULL,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_6TXAN5MPAML,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_AAAT,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_ADCS,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_ALAAT,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_AOOA,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_AOTA,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_ARGD,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_ASPAT,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_ASPS,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_BCTA,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_BCTA_LPAREN_glu_RPAREN_,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_BCTA_LPAREN_val_RPAREN_,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_Biomass_Chlamy_auto,M_glu_L_c,M_glu_L,c,146.12136,substrate,0.081155
R_Biomass_Chlamy_hetero,M_glu_L_c,M_glu_L,c,146.12136,substrate,0.082533953
R_Biomass_Chlamy_mixo,M_glu_L_c,M_glu_L,c,146.12136,substrate,0.091820022
R_DAPAT,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_DHFS,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_DNGAL,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_GACT,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_GAL,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_GF6PTA,M_glu_L_c,M_glu_L,c,146.12136,product,1
